TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,CustomerAgeGroup,Cluster
233.24,Debit,Louisville,ATM,33,Engineer,72.0,1,6939.23,Adult,1
609.14,Debit,Tucson,ATM,39,Engineer,177.0,1,9033.87,Adult,1
436.64,Debit,Los Angeles,Branch,31,Doctor,111.0,1,14365.18,Adult,1
870.43,Debit,Los Angeles,Branch,29,Doctor,55.0,1,10115.18,Adult,1
354.4,Debit,Chicago,ATM,74,Retired,128.0,1,7358.65,Senior,0
22.63,Debit,Kansas City,Online,53,Engineer,112.0,1,4438.03,Middle-aged,0
182.19,Debit,Mesa,Branch,26,Student,53.00000000000001,1,1176.1,Adult,1
126.81,Debit,Philadelphia,Branch,26,Engineer,290.0,1,5427.98,Adult,1
288.17,Debit,Virginia Beach,Online,37,Engineer,50.00000000000001,1,3653.11,Adult,1
118.77,Debit,Atlanta,Branch,55,Engineer,123.0,1,2104.82,Middle-aged,0
651.82,Debit,Indianapolis,ATM,21,Student,166.0,1,1802.77,Teenager,1
66.65,Debit,Detroit,ATM,37,Engineer,33.0,1,3559.96,Adult,1
98.53,Debit,Denver,Branch,69,Retired,166.0,1,3564.8,Senior,0
138.95,Debit,Washington,Online,71,Retired,30.0,1,6752.92,Senior,0
33.89,Debit,Nashville,Branch,26,Student,177.0,1,1444.75,Adult,1
23.71,Debit,Atlanta,Branch,58,Doctor,164.0,1,10788.89,Middle-aged,0
1830.0,Debit,San Antonio,Online,55,Engineer,238.0,1,2235.7,Middle-aged,0
26.06,Debit,San Diego,ATM,65,Doctor,283.0,1,12893.63,Senior,0
17.07,Debit,Los Angeles,Branch,27,Engineer,44.0,1,2798.15,Adult,1
703.89,Debit,San Antonio,Online,46,Engineer,61.99999999999999,1,3583.67,Middle-aged,0
1271.9,Debit,Houston,ATM,47,Engineer,155.0,1,2120.8,Middle-aged,0
26.55,Debit,Houston,ATM,77,Retired,228.0,1,3085.38,Senior,0
147.4,Debit,San Jose,Branch,42,Engineer,259.0,1,6797.71,Adult,1
202.11,Debit,Memphis,ATM,27,Student,18.0,1,746.47,Adult,1
308.42,Debit,Nashville,Branch,75,Retired,39.0,1,5427.81,Senior,0
11.18,Debit,Miami,ATM,53,Engineer,144.0,1,7467.300000000001,Middle-aged,0
294.15,Debit,Fresno,Online,38,Engineer,136.0,1,6362.16,Adult,1
29.58,Debit,Colorado Springs,Branch,54,Engineer,121.0,1,8345.26,Middle-aged,0
139.45,Debit,Boston,Online,27,Student,30.999999999999996,1,1305.76,Adult,1
432.63,Debit,Colorado Springs,ATM,29,Doctor,137.0,1,13648.36,Adult,1
131.43,Debit,Charlotte,Online,43,Doctor,65.0,1,1337.5,Adult,1
516.72,Debit,Mesa,ATM,42,Engineer,128.0,1,2015.6900000000003,Adult,1
121.82000000000001,Debit,Colorado Springs,Online,69,Doctor,123.0,3,8354.54,Senior,0
374.5,Credit,San Francisco,Branch,26,Student,178.0,1,1671.51,Adult,1
166.13,Debit,Omaha,ATM,68,Doctor,227.0,1,11822.53,Senior,0
626.9,Debit,Chicago,ATM,23,Student,146.0,1,587.1099999999999,Teenager,1
466.85,Debit,Austin,Branch,56,Retired,165.0,1,5422.53,Middle-aged,0
788.84,Debit,Phoenix,Online,58,Retired,231.0,1,1913.73,Middle-aged,0
873.65,Credit,Oklahoma City,Online,37,Doctor,59.00000000000001,1,12139.83,Adult,1
525.28,Debit,Colorado Springs,ATM,69,Retired,134.0,1,4693.6,Senior,0
110.17,Debit,Raleigh,ATM,30,Engineer,137.0,1,464.2,Adult,1
632.69,Debit,Denver,ATM,80,Retired,75.99999999999999,1,4363.74,Senior,0
124.35,Debit,Oklahoma City,ATM,72,Retired,90.0,1,3319.76,Senior,0
43.85,Debit,Fresno,ATM,62,Retired,122.0,1,4356.98,Senior,0
283.81,Debit,San Diego,Branch,28,Student,29.000000000000004,1,1519.35,Adult,1
168.53,Debit,San Francisco,ATM,71,Retired,112.0,1,5962.58,Senior,0
218.59,Credit,Denver,Branch,40,Engineer,123.0,1,6699.23,Adult,1
132.84,Debit,Oklahoma City,ATM,21,Student,143.0,1,822.73,Teenager,1
157.37,Credit,Dallas,Branch,42,Doctor,289.0,1,13964.31,Adult,1
144.77,Debit,Albuquerque,Online,20,Student,159.0,1,867.3199999999999,Teenager,1
643.22,Debit,Atlanta,ATM,64,Doctor,93.0,1,1035.86,Senior,0
1392.54,Debit,El Paso,Branch,41,Doctor,297.0,1,13347.69,Adult,1
208.07,Debit,Oklahoma City,Online,32,Doctor,36.0,1,8478.9,Adult,1
94.3,Debit,Phoenix,Branch,57,Doctor,57.0,1,11088.95,Middle-aged,0
295.5,Debit,Mesa,ATM,59,Retired,36.0,1,6280.66,Middle-aged,0
30.229999999999997,Debit,Austin,ATM,44,Doctor,99.0,1,481.13,Adult,1
112.05,Credit,Phoenix,ATM,26,Student,159.0,1,1122.88,Adult,1
180.24,Debit,Phoenix,Branch,58,Engineer,144.0,1,8431.23,Middle-aged,0
13.71,Credit,Denver,Online,38,Engineer,148.0,1,8342.79,Adult,1
96.54,Debit,New York,Branch,58,Retired,95.0,1,7182.22,Middle-aged,0
79.35,Debit,Los Angeles,Online,67,Retired,70.0,1,1692.15,Senior,0
101.04,Debit,San Antonio,ATM,27,Student,160.0,1,1695.57,Adult,1
74.42,Debit,El Paso,Online,49,Engineer,68.00000000000001,1,6264.21,Middle-aged,0
39.66,Debit,Virginia Beach,Branch,52,Engineer,169.0,1,8497.34,Middle-aged,0
99.36,Debit,Seattle,ATM,40,Doctor,45.99999999999999,1,1272.12,Adult,1
123.85,Debit,Las Vegas,Online,56,Engineer,244.0,1,3959.62,Middle-aged,0
426.93,Debit,Omaha,ATM,19,Student,247.99999999999997,1,476.18999999999994,Teenager,1
133.73,Credit,San Jose,Online,25,Student,123.0,1,1872.2200000000003,Teenager,1
222.39,Debit,Virginia Beach,Online,49,Engineer,73.0,1,3117.39,Middle-aged,0
215.94,Credit,Virginia Beach,Online,22,Student,140.0,1,1841.69,Teenager,1
6.3,Debit,Columbus,Branch,80,Retired,283.0,5,7697.680000000001,Senior,0
826.23,Debit,Colorado Springs,ATM,29,Doctor,209.0,1,7580.590000000001,Adult,1
416.37,Debit,Columbus,Online,35,Engineer,67.0,1,7936.91,Adult,1
131.46,Debit,Charlotte,Branch,67,Retired,258.0,1,6642.33,Senior,0
202.86,Credit,Memphis,Branch,61,Doctor,149.0,1,7642.250000000001,Senior,0
268.39,Debit,Miami,ATM,26,Student,171.0,1,136.74,Adult,1
194.85,Debit,Jacksonville,Online,23,Student,130.0,4,319.84,Teenager,1
137.35,Credit,Sacramento,Online,40,Doctor,220.0,1,12662.66,Adult,1
712.75,Debit,Philadelphia,Branch,44,Doctor,25.000000000000004,1,8126.0599999999995,Adult,1
353.82,Debit,Milwaukee,ATM,42,Doctor,143.0,1,705.7499999999999,Adult,1
507.25000000000006,Debit,Washington,Branch,73,Retired,143.0,1,5331.57,Senior,0
212.74,Debit,Seattle,Branch,27,Engineer,128.0,1,7645.469999999999,Adult,1
364.42,Debit,Colorado Springs,ATM,51,Engineer,146.0,1,8119.73,Middle-aged,0
195.12,Debit,Louisville,ATM,46,Doctor,144.0,1,6101.15,Middle-aged,0
230.61,Debit,Raleigh,Branch,80,Retired,204.0,1,2561.42,Senior,0
739.28,Credit,Tucson,Branch,58,Doctor,47.0,1,11905.64,Middle-aged,0
390.35,Credit,Omaha,ATM,64,Doctor,61.00000000000001,1,7095.88,Senior,0
242.03000000000003,Debit,Dallas,Online,58,Engineer,123.99999999999999,1,4382.73,Middle-aged,0
242.39000000000001,Credit,San Antonio,ATM,18,Student,271.0,1,1328.73,Teenager,1
135.03,Debit,San Francisco,ATM,23,Student,180.0,1,1278.0,Teenager,1
83.5,Debit,Dallas,Branch,61,Retired,91.0,5,1749.79,Senior,0
193.54,Debit,Oklahoma City,Branch,80,Retired,267.0,1,2929.51,Senior,0
617.36,Debit,Kansas City,Branch,29,Engineer,61.00000000000001,1,8926.38,Adult,1
775.23,Credit,Albuquerque,Online,59,Doctor,37.99999999999999,1,5977.59,Middle-aged,0
266.57,Debit,El Paso,ATM,72,Retired,100.00000000000001,1,7676.92,Senior,0
153.4,Debit,Mesa,ATM,45,Engineer,144.0,1,4657.7,Adult,0
946.94,Debit,Charlotte,Branch,53,Retired,251.0,1,5579.11,Middle-aged,0
5.12,Debit,New York,Branch,34,Engineer,90.0,1,3293.01,Adult,1
119.11,Debit,Detroit,ATM,57,Engineer,131.0,1,7998.25,Middle-aged,0
1096.7,Debit,Colorado Springs,Online,24,Student,147.0,1,1093.89,Teenager,1
119.72,Debit,Tucson,Branch,30,Engineer,123.0,1,3435.34,Adult,1
107.4,Debit,Virginia Beach,Online,58,Doctor,32.0,1,344.07,Middle-aged,0
115.92,Debit,Raleigh,ATM,53,Retired,57.0,1,3897.17,Middle-aged,0
438.04,Debit,Philadelphia,ATM,67,Retired,247.0,1,5358.95,Senior,0
677.29,Debit,Houston,Online,27,Engineer,287.0,1,627.79,Adult,1
296.0,Debit,Las Vegas,Branch,35,Doctor,247.99999999999997,1,7418.82,Adult,1
299.09,Credit,Boston,Branch,36,Engineer,84.00000000000001,1,5615.26,Adult,1
461.52,Credit,Denver,Branch,24,Student,44.0,1,1995.1799999999998,Teenager,1
100.52,Debit,Las Vegas,ATM,50,Engineer,110.0,1,453.39,Middle-aged,0
85.35,Debit,Washington,ATM,66,Retired,166.0,1,2173.76,Senior,0
79.76,Debit,Raleigh,Branch,39,Engineer,170.0,1,6452.14,Adult,1
778.49,Credit,Omaha,Online,75,Retired,107.0,1,7713.67,Senior,0
386.38,Debit,Phoenix,Online,42,Engineer,135.0,1,5528.36,Adult,1
165.25,Debit,Sacramento,Online,35,Doctor,106.0,1,9939.94,Adult,1
14.29,Debit,Los Angeles,ATM,34,Engineer,150.0,1,7016.99,Adult,1
232.79,Credit,Indianapolis,Branch,55,Retired,145.0,1,2661.3,Middle-aged,0
1237.56,Credit,Austin,Branch,60,Engineer,159.0,1,9410.17,Middle-aged,0
92.29,Debit,Albuquerque,Branch,54,Engineer,115.0,1,2026.3199999999997,Middle-aged,0
293.97,Debit,Phoenix,Branch,68,Retired,153.0,1,7371.85,Senior,0
136.32,Debit,Miami,Online,19,Student,113.0,1,264.83,Teenager,1
251.06,Debit,Colorado Springs,Online,36,Doctor,34.0,1,10001.66,Adult,1
50.17,Credit,Sacramento,ATM,77,Retired,35.0,1,7752.140000000001,Senior,0
21.4,Debit,Fresno,Branch,34,Engineer,258.0,1,9594.11,Adult,1
73.28,Debit,Boston,Branch,21,Student,21.000000000000004,1,1329.41,Teenager,1
70.23,Debit,Memphis,ATM,38,Doctor,260.0,1,11624.93,Adult,1
689.29,Debit,El Paso,ATM,22,Student,100.00000000000001,1,168.84,Teenager,1
745.03,Debit,Fort Worth,Online,28,Student,231.0,1,160.57,Adult,1
54.61,Debit,Milwaukee,ATM,58,Engineer,160.0,1,7135.64,Middle-aged,0
54.05,Debit,Louisville,Branch,27,Student,146.0,1,469.13999999999993,Adult,1
107.47,Debit,Austin,Online,67,Retired,144.0,1,7517.499999999999,Senior,0
611.11,Debit,Detroit,ATM,20,Student,282.0,4,919.84,Teenager,1
219.63,Debit,Charlotte,ATM,48,Doctor,44.0,1,8013.63,Middle-aged,0
188.7,Debit,New York,Branch,54,Retired,123.0,1,5077.06,Middle-aged,0
93.52,Debit,Philadelphia,Online,51,Engineer,97.0,1,2791.2,Middle-aged,0
275.92,Credit,Nashville,Branch,62,Retired,107.0,1,1777.38,Senior,0
376.79,Debit,Milwaukee,Branch,68,Retired,265.0,1,7749.14,Senior,0
8.98,Debit,Detroit,Online,66,Retired,56.0,1,4516.76,Senior,0
697.32,Debit,Atlanta,Online,68,Retired,91.0,1,2016.0200000000002,Senior,0
17.45,Debit,Omaha,ATM,18,Student,88.0,1,1959.52,Teenager,1
302.16,Debit,Kansas City,Online,80,Retired,138.0,5,3876.61,Senior,0
442.74,Debit,San Diego,Branch,23,Student,136.0,1,1790.27,Teenager,1
623.9,Debit,San Jose,ATM,27,Student,249.0,1,711.4699999999999,Adult,1
445.41,Debit,Fresno,ATM,35,Doctor,235.0,3,12154.66,Adult,1
63.41,Debit,Fort Worth,ATM,26,Student,36.0,1,1546.22,Adult,1
346.85,Debit,Kansas City,ATM,44,Doctor,88.0,1,7208.15,Adult,1
71.95,Credit,Omaha,Online,59,Engineer,53.00000000000001,1,9267.32,Middle-aged,0
7.5,Debit,Dallas,Online,63,Retired,36.0,1,6485.78,Senior,0
206.46,Debit,Virginia Beach,ATM,65,Retired,279.0,1,3984.38,Senior,0
423.11,Debit,Columbus,ATM,60,Engineer,47.0,1,412.78,Middle-aged,0
35.84,Credit,Colorado Springs,Online,54,Retired,172.0,1,4795.65,Middle-aged,0
88.6,Credit,Raleigh,Branch,28,Student,105.0,1,246.57,Adult,1
1431.3,Debit,Oklahoma City,ATM,18,Student,168.00000000000003,1,1058.13,Teenager,1
53.81,Credit,Raleigh,ATM,55,Engineer,37.0,2,2564.62,Middle-aged,0
22.46,Debit,New York,Online,54,Retired,78.0,1,6631.5,Middle-aged,0
334.89,Debit,Fort Worth,Online,21,Student,260.0,1,1661.68,Teenager,1
319.27,Credit,Omaha,Online,54,Retired,59.00000000000001,1,5504.01,Middle-aged,0
144.3,Debit,Oklahoma City,ATM,18,Student,88.0,1,312.19,Teenager,1
348.7,Credit,Fresno,Branch,69,Retired,149.0,1,2445.58,Senior,0
366.21,Debit,Oklahoma City,ATM,62,Doctor,181.0,1,10862.99,Senior,0
99.11,Debit,Philadelphia,Online,55,Retired,12.0,1,5414.87,Middle-aged,0
539.35,Debit,Milwaukee,ATM,55,Retired,127.0,1,3919.4399999999996,Middle-aged,0
188.99,Debit,Oklahoma City,Branch,58,Engineer,91.99999999999999,1,7315.34,Middle-aged,0
1416.69,Debit,Nashville,ATM,46,Engineer,58.00000000000001,1,3740.7300000000005,Middle-aged,0
710.14,Debit,El Paso,ATM,26,Student,227.0,1,465.62999999999994,Adult,1
308.68,Debit,Milwaukee,Online,53,Doctor,170.0,1,9992.36,Middle-aged,0
166.68,Debit,Mesa,ATM,57,Retired,139.0,1,5141.19,Middle-aged,0
0.99,Debit,Los Angeles,ATM,45,Engineer,133.0,1,4317.85,Adult,0
505.18999999999994,Debit,Kansas City,ATM,30,Doctor,128.0,5,5326.68,Adult,1
66.58,Debit,Raleigh,Branch,23,Student,79.0,1,1636.32,Teenager,1
223.43,Debit,Dallas,Branch,77,Retired,178.0,1,7932.410000000001,Senior,0
659.95,Debit,Detroit,Online,60,Engineer,114.0,1,3927.6900000000005,Middle-aged,0
634.86,Debit,Chicago,ATM,27,Student,45.0,1,588.4999999999999,Adult,1
286.5,Credit,Boston,Branch,30,Engineer,60.00000000000001,1,8517.95,Adult,1
322.96,Credit,Philadelphia,Branch,76,Retired,168.00000000000003,1,2401.59,Senior,0
654.48,Debit,Columbus,Branch,19,Student,114.0,1,6776.41,Teenager,1
157.97,Debit,Philadelphia,Branch,48,Doctor,140.0,1,5529.92,Middle-aged,0
120.90000000000002,Debit,Tucson,Branch,40,Doctor,52.00000000000001,1,9009.42,Adult,1
254.77,Debit,Denver,Branch,57,Engineer,57.0,1,5994.87,Middle-aged,0
795.96,Debit,Raleigh,Online,65,Retired,119.0,1,5468.58,Senior,0
149.25,Debit,Omaha,ATM,39,Engineer,142.0,1,5677.52,Adult,1
3.42,Credit,San Antonio,Online,43,Doctor,158.0,1,14180.21,Adult,1
68.19,Credit,Fresno,Online,40,Doctor,189.0,1,9895.1,Adult,1
493.4200000000001,Debit,Baltimore,Branch,39,Engineer,111.0,1,2232.84,Adult,1
37.57,Debit,El Paso,ATM,57,Retired,42.00000000000001,1,7739.54,Middle-aged,0
127.00000000000001,Credit,Nashville,Branch,19,Student,68.00000000000001,5,431.16,Teenager,1
96.89,Debit,Sacramento,ATM,59,Retired,53.00000000000001,1,6044.93,Middle-aged,0
448.33,Debit,Atlanta,ATM,25,Student,161.0,1,922.19,Teenager,1
1116.48,Debit,San Diego,ATM,51,Engineer,55.0,1,447.53,Middle-aged,0
8.65,Debit,Las Vegas,Online,48,Doctor,273.0,1,10778.35,Middle-aged,0
65.57,Debit,Miami,Online,41,Engineer,82.0,1,7513.79,Adult,1
539.81,Debit,San Francisco,Online,46,Engineer,177.0,1,2051.25,Middle-aged,0
363.53,Debit,Kansas City,ATM,63,Retired,142.0,1,1038.91,Senior,0
64.9,Credit,Detroit,Branch,51,Retired,72.0,1,6854.61,Middle-aged,0
358.18,Debit,Boston,ATM,18,Student,157.0,1,619.86,Teenager,1
167.2,Debit,San Antonio,Branch,30,Doctor,84.00000000000001,1,11320.83,Adult,1
121.90999999999998,Debit,Chicago,Branch,60,Doctor,133.0,1,14510.8,Middle-aged,0
137.57,Debit,Louisville,Online,54,Engineer,70.0,1,5103.67,Middle-aged,0
534.62,Debit,Oklahoma City,Online,55,Doctor,45.0,1,13793.53,Middle-aged,0
463.92,Debit,Mesa,Online,50,Engineer,199.0,1,2403.39,Middle-aged,0
320.14,Debit,Milwaukee,Online,60,Retired,96.0,1,3075.97,Middle-aged,0
214.93,Debit,Albuquerque,Online,28,Student,52.00000000000001,1,7835.4,Adult,1
660.02,Debit,Nashville,Branch,20,Student,84.00000000000001,1,414.43,Teenager,1
345.81,Debit,Raleigh,Branch,40,Engineer,135.0,1,6116.8,Adult,1
143.54,Debit,Philadelphia,ATM,71,Retired,80.0,1,6067.62,Senior,0
42.55,Debit,Seattle,Branch,53,Engineer,29.000000000000004,1,7341.43,Middle-aged,0
1063.25,Credit,Omaha,Online,21,Student,128.0,1,1240.71,Teenager,1
541.79,Debit,Mesa,ATM,22,Student,125.0,1,1454.08,Teenager,1
40.57,Debit,Columbus,Branch,26,Student,63.0,1,1476.91,Adult,1
120.24000000000001,Debit,Milwaukee,Branch,18,Student,131.0,2,1943.1300000000003,Teenager,1
498.66999999999996,Debit,Miami,Online,28,Student,244.0,1,1719.97,Adult,1
227.22,Debit,El Paso,ATM,53,Doctor,220.0,1,832.82,Middle-aged,0
1182.86,Debit,Tucson,Online,30,Engineer,34.0,1,7696.16,Adult,1
56.94,Credit,Charlotte,Online,76,Retired,74.0,1,7004.63,Senior,0
629.82,Debit,Colorado Springs,ATM,68,Retired,159.0,1,6385.69,Senior,0
59.44,Debit,Chicago,Online,35,Engineer,176.0,1,5472.03,Adult,1
186.69,Debit,New York,Branch,30,Engineer,53.99999999999999,1,8602.22,Adult,1
230.46,Debit,Mesa,Online,19,Student,179.0,1,162.53,Teenager,1
65.09,Credit,Seattle,Online,44,Engineer,159.0,1,9370.9,Adult,1
457.09,Credit,Nashville,Online,55,Engineer,63.0,1,8570.82,Middle-aged,0
552.02,Credit,Chicago,ATM,44,Engineer,100.00000000000001,1,522.08,Adult,1
377.12,Debit,Houston,ATM,34,Engineer,61.00000000000001,1,836.6699999999998,Adult,1
204.56,Credit,San Diego,Branch,18,Student,179.0,1,364.72,Teenager,1
420.28,Debit,Washington,Branch,35,Doctor,144.0,1,8557.32,Adult,1
97.09,Debit,Fort Worth,ATM,24,Student,202.0,4,1579.57,Teenager,1
124.59,Debit,Charlotte,Branch,27,Student,171.0,1,129.29,Adult,1
73.88,Debit,Charlotte,Online,39,Doctor,34.0,1,6474.41,Adult,1
77.43,Debit,Raleigh,Online,21,Student,169.0,1,1380.21,Teenager,1
106.16,Debit,Phoenix,ATM,56,Doctor,277.0,4,7487.790000000001,Middle-aged,0
245.93,Debit,Fresno,Branch,54,Engineer,172.0,1,7986.629999999999,Middle-aged,0
622.41,Debit,Indianapolis,ATM,64,Doctor,125.0,1,7322.01,Senior,0
43.73,Debit,Omaha,ATM,34,Doctor,145.0,1,9929.43,Adult,1
1282.86,Debit,Austin,Branch,19,Student,68.00000000000001,1,1830.98,Teenager,1
2.03,Credit,Detroit,ATM,33,Engineer,28.0,1,3012.31,Adult,1
770.65,Debit,Jacksonville,Online,31,Doctor,137.0,1,7198.8,Adult,1
260.31,Debit,Austin,Branch,63,Doctor,113.0,1,10980.38,Senior,0
356.1,Credit,Fort Worth,Branch,26,Student,187.0,1,868.35,Adult,1
27.07,Credit,Virginia Beach,Branch,80,Retired,39.0,1,3773.2899999999995,Senior,0
119.89,Debit,Tucson,ATM,67,Doctor,60.00000000000001,1,6697.77,Senior,0
106.39,Debit,Virginia Beach,Online,37,Doctor,281.0,1,9410.99,Adult,1
12.04,Debit,Fort Worth,Online,37,Engineer,58.00000000000001,1,6213.32,Adult,1
365.7,Debit,Houston,Branch,21,Student,115.0,2,368.78,Teenager,1
29.38,Credit,Baltimore,Branch,28,Student,63.0,1,1663.31,Adult,1
319.85,Debit,Denver,ATM,60,Doctor,148.0,1,711.6599999999999,Middle-aged,0
350.14,Credit,Los Angeles,Online,75,Retired,37.99999999999999,1,2403.25,Senior,0
163.94,Credit,Virginia Beach,Branch,52,Retired,73.0,1,5957.37,Middle-aged,0
170.53,Debit,Oklahoma City,Branch,24,Student,58.00000000000001,1,801.01,Teenager,1
262.22,Credit,Baltimore,ATM,40,Engineer,136.0,1,5711.71,Adult,1
41.49,Debit,Albuquerque,Online,24,Student,13.0,1,928.33,Teenager,1
121.43,Credit,Sacramento,Branch,52,Engineer,243.0,1,7365.28,Middle-aged,0
350.46,Debit,Nashville,Branch,51,Retired,165.0,1,5839.38,Middle-aged,0
220.41,Credit,El Paso,Online,26,Engineer,155.0,1,5116.98,Adult,1
33.46,Debit,Seattle,ATM,72,Retired,111.0,1,3641.07,Senior,0
104.79,Debit,Denver,ATM,70,Doctor,223.0,1,1352.19,Senior,0
246.27000000000004,Debit,Fresno,Online,29,Doctor,141.0,1,7299.86,Adult,1
48.85,Debit,Dallas,ATM,19,Student,176.0,1,1503.56,Teenager,1
332.0,Debit,Charlotte,ATM,69,Retired,17.0,1,5943.13,Senior,0
118.1,Debit,Memphis,Online,54,Engineer,167.0,1,895.6599999999999,Middle-aged,0
84.59,Credit,Las Vegas,Branch,67,Doctor,10.0,1,5669.1,Senior,0
295.64,Debit,Jacksonville,Online,21,Student,82.0,1,1061.96,Teenager,1
514.33,Debit,Philadelphia,Branch,25,Student,160.0,1,1592.94,Teenager,1
992.1700000000001,Debit,San Antonio,ATM,43,Doctor,169.0,1,6215.96,Adult,1
94.59,Debit,Washington,Online,39,Doctor,34.0,1,6171.89,Adult,1
80.43,Debit,Columbus,Branch,59,Retired,157.0,1,5987.67,Middle-aged,0
54.25,Debit,Virginia Beach,Online,68,Doctor,37.0,1,14783.33,Senior,0
178.88,Credit,Dallas,Branch,76,Retired,93.0,4,4708.29,Senior,0
518.85,Debit,Kansas City,Online,22,Student,82.0,1,1806.0,Teenager,1
10.65,Debit,Louisville,Online,54,Doctor,161.0,1,13240.72,Middle-aged,0
198.62,Credit,Tucson,Branch,27,Student,84.00000000000001,1,1196.07,Adult,1
107.03,Debit,Miami,Branch,27,Student,73.0,1,1408.07,Adult,1
139.57,Debit,Fort Worth,ATM,19,Student,263.0,3,271.78,Teenager,1
312.47,Debit,Milwaukee,ATM,49,Engineer,148.0,4,9419.27,Middle-aged,0
346.11,Debit,Dallas,Branch,41,Engineer,213.0,1,9551.64,Adult,1
138.06,Debit,Charlotte,Branch,44,Engineer,159.0,1,1070.47,Adult,1
158.02,Debit,New York,ATM,49,Engineer,120.0,1,9374.24,Middle-aged,0
830.01,Credit,Chicago,Online,66,Retired,96.0,1,4253.18,Senior,0
435.5,Debit,Oklahoma City,ATM,55,Retired,112.0,1,6981.03,Middle-aged,0
110.49,Debit,Raleigh,Online,57,Doctor,48.0,1,10483.93,Middle-aged,0
329.4,Debit,Denver,Online,34,Doctor,68.00000000000001,1,9588.07,Adult,1
635.4,Debit,Denver,ATM,47,Doctor,106.0,1,1238.11,Middle-aged,0
769.97,Debit,San Diego,Branch,22,Student,22.999999999999996,1,1244.93,Teenager,1
175.07,Debit,Colorado Springs,Branch,26,Student,169.0,1,1040.25,Adult,1
7.31,Debit,Las Vegas,Branch,78,Retired,282.0,1,5757.67,Senior,0
175.15,Debit,Detroit,ATM,27,Student,32.0,1,1712.65,Adult,1
32.54,Debit,Oklahoma City,Online,25,Student,183.0,4,1544.88,Teenager,1
121.82000000000001,Debit,Dallas,Online,60,Doctor,119.0,1,13293.83,Middle-aged,0
56.12,Debit,El Paso,ATM,30,Doctor,102.0,1,8839.67,Adult,1
424.7,Credit,Miami,Online,56,Retired,178.0,1,6239.89,Middle-aged,0
35.16,Debit,Chicago,Branch,32,Engineer,130.0,1,8459.18,Adult,1
35.73,Debit,Miami,Branch,65,Doctor,87.0,1,9073.17,Senior,0
3.44,Debit,Fort Worth,ATM,78,Retired,107.99999999999999,1,7561.33,Senior,0
1342.25,Credit,Fort Worth,Branch,21,Student,235.0,1,694.03,Teenager,1
139.03,Credit,Los Angeles,Online,50,Engineer,81.0,1,2276.57,Middle-aged,0
254.92,Credit,San Antonio,ATM,28,Engineer,169.0,1,2791.12,Adult,1
115.11,Debit,Albuquerque,Online,28,Engineer,139.0,1,9808.97,Adult,1
171.11,Debit,San Francisco,ATM,57,Retired,171.0,1,6324.09,Middle-aged,0
168.54,Debit,Oklahoma City,ATM,70,Doctor,142.0,2,13406.0,Senior,0
420.76,Debit,Miami,Branch,51,Retired,75.99999999999999,1,6581.55,Middle-aged,0
408.46,Debit,Raleigh,Branch,64,Retired,28.0,1,3140.79,Senior,0
1162.42,Credit,Detroit,Online,30,Doctor,45.0,1,10357.26,Adult,1
342.17,Credit,New York,Branch,21,Student,247.0,1,461.83,Teenager,1
580.71,Debit,Philadelphia,ATM,53,Engineer,95.0,1,5670.0,Middle-aged,0
821.54,Credit,Atlanta,Branch,79,Retired,36.0,1,4040.3199999999997,Senior,0
253.47,Debit,Atlanta,Branch,20,Student,238.0,1,220.51,Teenager,1
22.81,Debit,New York,Online,62,Retired,75.0,1,3634.76,Senior,0
266.57,Credit,Boston,Online,39,Engineer,96.0,1,7180.48,Adult,1
374.61,Credit,Mesa,Online,75,Retired,37.0,1,1389.71,Senior,0
339.35,Credit,Boston,ATM,78,Retired,70.0,1,5002.7,Senior,0
810.36,Debit,Columbus,ATM,20,Student,67.0,1,9239.12,Teenager,1
9.83,Debit,Memphis,ATM,24,Student,86.0,1,666.42,Teenager,1
135.57,Credit,Boston,Branch,51,Doctor,116.00000000000001,1,11351.64,Middle-aged,0
340.05,Debit,Detroit,ATM,43,Engineer,37.0,1,7234.15,Adult,1
283.45,Debit,Colorado Springs,Branch,27,Engineer,127.0,1,2049.51,Adult,1
100.99,Debit,New York,ATM,68,Doctor,114.0,1,8865.27,Senior,0
90.88,Debit,Albuquerque,Branch,18,Student,176.0,1,3908.4700000000003,Teenager,1
655.15,Debit,Seattle,ATM,26,Engineer,264.0,1,5587.44,Adult,1
320.55,Debit,Milwaukee,Online,50,Engineer,118.0,1,438.75,Middle-aged,0
41.51,Debit,Phoenix,Online,28,Student,48.0,1,609.5999999999999,Adult,1
71.53,Credit,Jacksonville,Branch,68,Retired,39.0,1,2393.73,Senior,0
467.13,Credit,Kansas City,Branch,54,Retired,45.0,1,3914.84,Middle-aged,0
235.4,Debit,Detroit,Branch,28,Student,70.0,1,818.3599999999999,Adult,1
159.32,Debit,Seattle,Branch,18,Student,100.00000000000001,1,304.44,Teenager,1
50.83,Credit,Philadelphia,Online,30,Doctor,48.0,1,9553.42,Adult,1
56.89,Credit,Houston,Branch,59,Engineer,56.0,1,3034.67,Middle-aged,0
20.22,Debit,Jacksonville,ATM,43,Engineer,138.0,1,5515.32,Adult,1
50.4,Debit,San Antonio,Branch,36,Doctor,84.00000000000001,1,1677.01,Adult,1
